"Notes","Census Region","Census Region Code","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 3: South","CENS-R3","Virginia","51","2017","2017","Renal failure","N17-N19",1401,8470020,16.5,14.6
"Total","Census Region 3: South","CENS-R3","Virginia","51","2017","2017",,,1401,8470020,16.5,14.6
"Total","Census Region 3: South","CENS-R3","Virginia","51",,,,,11358,66135010,17.2,16.3
,"Census Region 3: South","CENS-R3","West Virginia","54","2010","2010","Renal failure","N17-N19",532,1852994,28.7,22.7
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2010","2010",,,532,1852994,28.7,22.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2011","2011","Renal failure","N17-N19",554,1855364,29.9,23.9
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2011","2011",,,554,1855364,29.9,23.9
,"Census Region 3: South","CENS-R3","West Virginia","54","2012","2012","Renal failure","N17-N19",553,1855413,29.8,23.2
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2012","2012",,,553,1855413,29.8,23.2
,"Census Region 3: South","CENS-R3","West Virginia","54","2013","2013","Renal failure","N17-N19",504,1854304,27.2,20.9
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2013","2013",,,504,1854304,27.2,20.9
,"Census Region 3: South","CENS-R3","West Virginia","54","2014","2014","Renal failure","N17-N19",544,1850326,29.4,22.1
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2014","2014",,,544,1850326,29.4,22.1
,"Census Region 3: South","CENS-R3","West Virginia","54","2015","2015","Renal failure","N17-N19",526,1844128,28.5,21.1
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2015","2015",,,526,1844128,28.5,21.1
,"Census Region 3: South","CENS-R3","West Virginia","54","2016","2016","Renal failure","N17-N19",489,1831102,26.7,19.5
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2016","2016",,,489,1831102,26.7,19.5
,"Census Region 3: South","CENS-R3","West Virginia","54","2017","2017","Renal failure","N17-N19",390,1815857,21.5,15.4
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2017","2017",,,390,1815857,21.5,15.4
"Total","Census Region 3: South","CENS-R3","West Virginia","54",,,,,4092,14759488,27.7,21.0
,"Census Region 3: South","CENS-R3","Alabama","01","2010","2010","Renal failure","N17-N19",1244,4779736,26.0,24.3
"Total","Census Region 3: South","CENS-R3","Alabama","01","2010","2010",,,1244,4779736,26.0,24.3
,"Census Region 3: South","CENS-R3","Alabama","01","2011","2011","Renal failure","N17-N19",1262,4802740,26.3,24.1
"Total","Census Region 3: South","CENS-R3","Alabama","01","2011","2011",,,1262,4802740,26.3,24.1
,"Census Region 3: South","CENS-R3","Alabama","01","2012","2012","Renal failure","N17-N19",1177,4822023,24.4,22.0
"Total","Census Region 3: South","CENS-R3","Alabama","01","2012","2012",,,1177,4822023,24.4,22.0
,"Census Region 3: South","CENS-R3","Alabama","01","2013","2013","Renal failure","N17-N19",1134,4833722,23.5,20.7
"Total","Census Region 3: South","CENS-R3","Alabama","01","2013","2013",,,1134,4833722,23.5,20.7
,"Census Region 3: South","CENS-R3","Alabama","01","2014","2014","Renal failure","N17-N19",934,4849377,19.3,16.6
"Total","Census Region 3: South","CENS-R3","Alabama","01","2014","2014",,,934,4849377,19.3,16.6
,"Census Region 3: South","CENS-R3","Alabama","01","2015","2015","Renal failure","N17-N19",967,4858979,19.9,16.8
"Total","Census Region 3: South","CENS-R3","Alabama","01","2015","2015",,,967,4858979,19.9,16.8
,"Census Region 3: South","CENS-R3","Alabama","01","2016","2016","Renal failure","N17-N19",898,4863300,18.5,15.5
"Total","Census Region 3: South","CENS-R3","Alabama","01","2016","2016",,,898,4863300,18.5,15.5
,"Census Region 3: South","CENS-R3","Alabama","01","2017","2017","Renal failure","N17-N19",898,4874747,18.4,15.1
"Total","Census Region 3: South","CENS-R3","Alabama","01","2017","2017",,,898,4874747,18.4,15.1
"Total","Census Region 3: South","CENS-R3","Alabama","01",,,,,8514,38684624,22.0,19.3
,"Census Region 3: South","CENS-R3","Kentucky","21","2010","2010","Renal failure","N17-N19",1201,4339367,27.7,26.4
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2010","2010",,,1201,4339367,27.7,26.4
,"Census Region 3: South","CENS-R3","Kentucky","21","2011","2011","Renal failure","N17-N19",1250,4369356,28.6,26.9
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2011","2011",,,1250,4369356,28.6,26.9
,"Census Region 3: South","CENS-R3","Kentucky","21","2012","2012","Renal failure","N17-N19",1160,4380415,26.5,24.3
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2012","2012",,,1160,4380415,26.5,24.3
,"Census Region 3: South","CENS-R3","Kentucky","21","2013","2013","Renal failure","N17-N19",1115,4395295,25.4,22.8
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2013","2013",,,1115,4395295,25.4,22.8
,"Census Region 3: South","CENS-R3","Kentucky","21","2014","2014","Renal failure","N17-N19",1201,4413457,27.2,24.2
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2014","2014",,,1201,4413457,27.2,24.2
,"Census Region 3: South","CENS-R3","Kentucky","21","2015","2015","Renal failure","N17-N19",1431,4425092,32.3,28.1
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2015","2015",,,1431,4425092,32.3,28.1
,"Census Region 3: South","CENS-R3","Kentucky","21","2016","2016","Renal failure","N17-N19",1415,4436974,31.9,27.5
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2016","2016",,,1415,4436974,31.9,27.5
,"Census Region 3: South","CENS-R3","Kentucky","21","2017","2017","Renal failure","N17-N19",1340,4454189,30.1,25.3
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2017","2017",,,1340,4454189,30.1,25.3
"Total","Census Region 3: South","CENS-R3","Kentucky","21",,,,,10113,35214145,28.7,25.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2010","2010","Renal failure","N17-N19",652,2967297,22.0,21.7
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2010","2010",,,652,2967297,22.0,21.7
,"Census Region 3: South","CENS-R3","Mississippi","28","2011","2011","Renal failure","N17-N19",745,2978512,25.0,24.3
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2011","2011",,,745,2978512,25.0,24.3
,"Census Region 3: South","CENS-R3","Mississippi","28","2012","2012","Renal failure","N17-N19",638,2984926,21.4,20.2
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2012","2012",,,638,2984926,21.4,20.2
,"Census Region 3: South","CENS-R3","Mississippi","28","2013","2013","Renal failure","N17-N19",672,2991207,22.5,21.0
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2013","2013",,,672,2991207,22.5,21.0
,"Census Region 3: South","CENS-R3","Mississippi","28","2014","2014","Renal failure","N17-N19",667,2994079,22.3,20.6
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2014","2014",,,667,2994079,22.3,20.6
,"Census Region 3: South","CENS-R3","Mississippi","28","2015","2015","Renal failure","N17-N19",787,2992333,26.3,23.5
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2015","2015",,,787,2992333,26.3,23.5
,"Census Region 3: South","CENS-R3","Mississippi","28","2016","2016","Renal failure","N17-N19",599,2988726,20.0,17.8
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2016","2016",,,599,2988726,20.0,17.8
,"Census Region 3: South","CENS-R3","Mississippi","28","2017","2017","Renal failure","N17-N19",628,2984100,21.0,18.2
"Total","Census Region 3: South","CENS-R3","Mississippi","28","2017","2017",,,628,2984100,21.0,18.2
"Total","Census Region 3: South","CENS-R3","Mississippi","28",,,,,5388,23881180,22.6,20.9
,"Census Region 3: South","CENS-R3","Tennessee","47","2010","2010","Renal failure","N17-N19",1720,6346105,27.1,25.8
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2010","2010",,,1720,6346105,27.1,25.8
,"Census Region 3: South","CENS-R3","Tennessee","47","2011","2011","Renal failure","N17-N19",1680,6403353,26.2,24.4
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2011","2011",,,1680,6403353,26.2,24.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2012","2012","Renal failure","N17-N19",1641,6456243,25.4,23.4
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2012","2012",,,1641,6456243,25.4,23.4
,"Census Region 3: South","CENS-R3","Tennessee","47","2013","2013","Renal failure","N17-N19",1573,6495978,24.2,21.9
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2013","2013",,,1573,6495978,24.2,21.9
,"Census Region 3: South","CENS-R3","Tennessee","47","2014","2014","Renal failure","N17-N19",1472,6549352,22.5,20.1
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2014","2014",,,1472,6549352,22.5,20.1
,"Census Region 3: South","CENS-R3","Tennessee","47","2015","2015","Renal failure","N17-N19",1404,6600299,21.3,18.7
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2015","2015",,,1404,6600299,21.3,18.7
,"Census Region 3: South","CENS-R3","Tennessee","47","2016","2016","Renal failure","N17-N19",1455,6651194,21.9,18.8
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2016","2016",,,1455,6651194,21.9,18.8
,"Census Region 3: South","CENS-R3","Tennessee","47","2017","2017","Renal failure","N17-N19",1395,6715984,20.8,17.6
"Total","Census Region 3: South","CENS-R3","Tennessee","47","2017","2017",,,1395,6715984,20.8,17.6
"Total","Census Region 3: South","CENS-R3","Tennessee","47",,,,,12340,52218508,23.6,21.2
,"Census Region 3: South","CENS-R3","Arkansas","05","2010","2010","Renal failure","N17-N19",665,2915918,22.8,20.3
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2010","2010",,,665,2915918,22.8,20.3
,"Census Region 3: South","CENS-R3","Arkansas","05","2011","2011","Renal failure","N17-N19",743,2937979,25.3,22.3
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2011","2011",,,743,2937979,25.3,22.3
,"Census Region 3: South","CENS-R3","Arkansas","05","2012","2012","Renal failure","N17-N19",735,2949131,24.9,21.7
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2012","2012",,,735,2949131,24.9,21.7
,"Census Region 3: South","CENS-R3","Arkansas","05","2013","2013","Renal failure","N17-N19",788,2959373,26.6,22.8
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2013","2013",,,788,2959373,26.6,22.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2014","2014","Renal failure","N17-N19",796,2966369,26.8,22.8
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2014","2014",,,796,2966369,26.8,22.8
,"Census Region 3: South","CENS-R3","Arkansas","05","2015","2015","Renal failure","N17-N19",852,2978204,28.6,23.7
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2015","2015",,,852,2978204,28.6,23.7
,"Census Region 3: South","CENS-R3","Arkansas","05","2016","2016","Renal failure","N17-N19",889,2988248,29.7,24.6
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2016","2016",,,889,2988248,29.7,24.6
,"Census Region 3: South","CENS-R3","Arkansas","05","2017","2017","Renal failure","N17-N19",883,3004279,29.4,24.1
"Total","Census Region 3: South","CENS-R3","Arkansas","05","2017","2017",,,883,3004279,29.4,24.1
"Total","Census Region 3: South","CENS-R3","Arkansas","05",,,,,6351,23699501,26.8,22.8
,"Census Region 3: South","CENS-R3","Louisiana","22","2010","2010","Renal failure","N17-N19",787,4533372,17.4,17.7
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2010","2010",,,787,4533372,17.4,17.7
,"Census Region 3: South","CENS-R3","Louisiana","22","2011","2011","Renal failure","N17-N19",749,4574836,16.4,16.5
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2011","2011",,,749,4574836,16.4,16.5
,"Census Region 3: South","CENS-R3","Louisiana","22","2012","2012","Renal failure","N17-N19",780,4601893,16.9,16.7
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2012","2012",,,780,4601893,16.9,16.7
,"Census Region 3: South","CENS-R3","Louisiana","22","2013","2013","Renal failure","N17-N19",784,4625470,16.9,16.4
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2013","2013",,,784,4625470,16.9,16.4
,"Census Region 3: South","CENS-R3","Louisiana","22","2014","2014","Renal failure","N17-N19",761,4649676,16.4,15.6
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2014","2014",,,761,4649676,16.4,15.6
,"Census Region 3: South","CENS-R3","Louisiana","22","2015","2015","Renal failure","N17-N19",745,4670724,16.0,15.0
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2015","2015",,,745,4670724,16.0,15.0
,"Census Region 3: South","CENS-R3","Louisiana","22","2016","2016","Renal failure","N17-N19",668,4681666,14.3,13.0
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2016","2016",,,668,4681666,14.3,13.0
,"Census Region 3: South","CENS-R3","Louisiana","22","2017","2017","Renal failure","N17-N19",725,4684333,15.5,13.7
"Total","Census Region 3: South","CENS-R3","Louisiana","22","2017","2017",,,725,4684333,15.5,13.7
"Total","Census Region 3: South","CENS-R3","Louisiana","22",,,,,5999,37021970,16.2,15.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2010","2010","Renal failure","N17-N19",917,3751351,24.4,23.0
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2010","2010",,,917,3751351,24.4,23.0
,"Census Region 3: South","CENS-R3","Oklahoma","40","2011","2011","Renal failure","N17-N19",888,3791508,23.4,21.5
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2011","2011",,,888,3791508,23.4,21.5
,"Census Region 3: South","CENS-R3","Oklahoma","40","2012","2012","Renal failure","N17-N19",993,3814820,26.0,23.9
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2012","2012",,,993,3814820,26.0,23.9
,"Census Region 3: South","CENS-R3","Oklahoma","40","2013","2013","Renal failure","N17-N19",1094,3850568,28.4,25.8
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2013","2013",,,1094,3850568,28.4,25.8
,"Census Region 3: South","CENS-R3","Oklahoma","40","2014","2014","Renal failure","N17-N19",905,3878051,23.3,21.0
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2014","2014",,,905,3878051,23.3,21.0
,"Census Region 3: South","CENS-R3","Oklahoma","40","2015","2015","Renal failure","N17-N19",864,3911338,22.1,19.7
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2015","2015",,,864,3911338,22.1,19.7
,"Census Region 3: South","CENS-R3","Oklahoma","40","2016","2016","Renal failure","N17-N19",861,3923561,21.9,19.2
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2016","2016",,,861,3923561,21.9,19.2
,"Census Region 3: South","CENS-R3","Oklahoma","40","2017","2017","Renal failure","N17-N19",827,3930864,21.0,18.3
"Total","Census Region 3: South","CENS-R3","Oklahoma","40","2017","2017",,,827,3930864,21.0,18.3
"Total","Census Region 3: South","CENS-R3","Oklahoma","40",,,,,7349,30852061,23.8,21.5
,"Census Region 3: South","CENS-R3","Texas","48","2010","2010","Renal failure","N17-N19",4954,25145561,19.7,23.5
"Total","Census Region 3: South","CENS-R3","Texas","48","2010","2010",,,4954,25145561,19.7,23.5
,"Census Region 3: South","CENS-R3","Texas","48","2011","2011","Renal failure","N17-N19",4620,25674681,18.0,21.0
"Total","Census Region 3: South","CENS-R3","Texas","48","2011","2011",,,4620,25674681,18.0,21.0
,"Census Region 3: South","CENS-R3","Texas","48","2012","2012","Renal failure","N17-N19",4874,26059203,18.7,21.4
"Total","Census Region 3: South","CENS-R3","Texas","48","2012","2012",,,4874,26059203,18.7,21.4
,"Census Region 3: South","CENS-R3","Texas","48","2013","2013","Renal failure","N17-N19",5813,26448193,22.0,24.6
"Total","Census Region 3: South","CENS-R3","Texas","48","2013","2013",,,5813,26448193,22.0,24.6
,"Census Region 3: South","CENS-R3","Texas","48","2014","2014","Renal failure","N17-N19",6263,26956958,23.2,25.6
"Total","Census Region 3: South","CENS-R3","Texas","48","2014","2014",,,6263,26956958,23.2,25.6
,"Census Region 3: South","CENS-R3","Texas","48","2015","2015","Renal failure","N17-N19",6812,27469114,24.8,26.9
"Total","Census Region 3: South","CENS-R3","Texas","48","2015","2015",,,6812,27469114,24.8,26.9
,"Census Region 3: South","CENS-R3","Texas","48","2016","2016","Renal failure","N17-N19",6816,27862596,24.5,26.0
"Total","Census Region 3: South","CENS-R3","Texas","48","2016","2016",,,6816,27862596,24.5,26.0
,"Census Region 3: South","CENS-R3","Texas","48","2017","2017","Renal failure","N17-N19",7384,28304596,26.1,27.5
"Total","Census Region 3: South","CENS-R3","Texas","48","2017","2017",,,7384,28304596,26.1,27.5
"Total","Census Region 3: South","CENS-R3","Texas","48",,,,,47536,213920902,22.2,24.7
"Total","Census Region 3: South","CENS-R3",,,,,,,194101,953176133,20.4,18.5
,"Census Region 4: West","CENS-R4","Arizona","04","2010","2010","Renal failure","N17-N19",966,6392017,15.1,14.2
"Total","Census Region 4: West","CENS-R4","Arizona","04","2010","2010",,,966,6392017,15.1,14.2
,"Census Region 4: West","CENS-R4","Arizona","04","2011","2011","Renal failure","N17-N19",1104,6482505,17.0,15.6
"Total","Census Region 4: West","CENS-R4","Arizona","04","2011","2011",,,1104,6482505,17.0,15.6
,"Census Region 4: West","CENS-R4","Arizona","04","2012","2012","Renal failure","N17-N19",999,6553255,15.2,13.7
"Total","Census Region 4: West","CENS-R4","Arizona","04","2012","2012",,,999,6553255,15.2,13.7
,"Census Region 4: West","CENS-R4","Arizona","04","2013","2013","Renal failure","N17-N19",1063,6626624,16.0,14.1
"Total","Census Region 4: West","CENS-R4","Arizona","04","2013","2013",,,1063,6626624,16.0,14.1
,"Census Region 4: West","CENS-R4","Arizona","04","2014","2014","Renal failure","N17-N19",1079,6731484,16.0,13.7
"Total","Census Region 4: West","CENS-R4","Arizona","04","2014","2014",,,1079,6731484,16.0,13.7
,"Census Region 4: West","CENS-R4","Arizona","04","2015","2015","Renal failure","N17-N19",1189,6828065,17.4,14.6
"Total","Census Region 4: West","CENS-R4","Arizona","04","2015","2015",,,1189,6828065,17.4,14.6
,"Census Region 4: West","CENS-R4","Arizona","04","2016","2016","Renal failure","N17-N19",1227,6931071,17.7,14.4
"Total","Census Region 4: West","CENS-R4","Arizona","04","2016","2016",,,1227,6931071,17.7,14.4
,"Census Region 4: West","CENS-R4","Arizona","04","2017","2017","Renal failure","N17-N19",1201,7016270,17.1,14.0
"Total","Census Region 4: West","CENS-R4","Arizona","04","2017","2017",,,1201,7016270,17.1,14.0
"Total","Census Region 4: West","CENS-R4","Arizona","04",,,,,8828,53561291,16.5,14.3
,"Census Region 4: West","CENS-R4","Colorado","08","2010","2010","Renal failure","N17-N19",540,5029196,10.7,12.1
"Total","Census Region 4: West","CENS-R4","Colorado","08","2010","2010",,,540,5029196,10.7,12.1
,"Census Region 4: West","CENS-R4","Colorado","08","2011","2011","Renal failure","N17-N19",521,5116796,10.2,11.0
"Total","Census Region 4: West","CENS-R4","Colorado","08","2011","2011",,,521,5116796,10.2,11.0
,"Census Region 4: West","CENS-R4","Colorado","08","2012","2012","Renal failure","N17-N19",481,5187582,9.3,9.8
"Total","Census Region 4: West","CENS-R4","Colorado","08","2012","2012",,,481,5187582,9.3,9.8
,"Census Region 4: West","CENS-R4","Colorado","08","2013","2013","Renal failure","N17-N19",520,5268367,9.9,10.3
"Total","Census Region 4: West","CENS-R4","Colorado","08","2013","2013",,,520,5268367,9.9,10.3
,"Census Region 4: West","CENS-R4","Colorado","08","2014","2014","Renal failure","N17-N19",616,5355866,11.5,11.7
"Total","Census Region 4: West","CENS-R4","Colorado","08","2014","2014",,,616,5355866,11.5,11.7
,"Census Region 4: West","CENS-R4","Colorado","08","2015","2015","Renal failure","N17-N19",572,5456574,10.5,10.5
"Total","Census Region 4: West","CENS-R4","Colorado","08","2015","2015",,,572,5456574,10.5,10.5
,"Census Region 4: West","CENS-R4","Colorado","08","2016","2016","Renal failure","N17-N19",734,5540545,13.2,13.0
"Total","Census Region 4: West","CENS-R4","Colorado","08","2016","2016",,,734,5540545,13.2,13.0
,"Census Region 4: West","CENS-R4","Colorado","08","2017","2017","Renal failure","N17-N19",997,5607154,17.8,17.3
"Total","Census Region 4: West","CENS-R4","Colorado","08","2017","2017",,,997,5607154,17.8,17.3
"Total","Census Region 4: West","CENS-R4","Colorado","08",,,,,4981,42562080,11.7,12.0
,"Census Region 4: West","CENS-R4","Idaho","16","2010","2010","Renal failure","N17-N19",255,1567582,16.3,16.5
"Total","Census Region 4: West","CENS-R4","Idaho","16","2010","2010",,,255,1567582,16.3,16.5
,"Census Region 4: West","CENS-R4","Idaho","16","2011","2011","Renal failure","N17-N19",279,1584985,17.6,17.5
"Total","Census Region 4: West","CENS-R4","Idaho","16","2011","2011",,,279,1584985,17.6,17.5
,"Census Region 4: West","CENS-R4","Idaho","16","2012","2012","Renal failure","N17-N19",260,1595728,16.3,15.7
"Total","Census Region 4: West","CENS-R4","Idaho","16","2012","2012",,,260,1595728,16.3,15.7
,"Census Region 4: West","CENS-R4","Idaho","16","2013","2013","Renal failure","N17-N19",263,1612136,16.3,15.2
"Total","Census Region 4: West","CENS-R4","Idaho","16","2013","2013",,,263,1612136,16.3,15.2
,"Census Region 4: West","CENS-R4","Idaho","16","2014","2014","Renal failure","N17-N19",257,1634464,15.7,14.8
"Total","Census Region 4: West","CENS-R4","Idaho","16","2014","2014",,,257,1634464,15.7,14.8
,"Census Region 4: West","CENS-R4","Idaho","16","2015","2015","Renal failure","N17-N19",267,1654930,16.1,15.2
"Total","Census Region 4: West","CENS-R4","Idaho","16","2015","2015",,,267,1654930,16.1,15.2
,"Census Region 4: West","CENS-R4","Idaho","16","2016","2016","Renal failure","N17-N19",281,1683140,16.7,15.0
"Total","Census Region 4: West","CENS-R4","Idaho","16","2016","2016",,,281,1683140,16.7,15.0
,"Census Region 4: West","CENS-R4","Idaho","16","2017","2017","Renal failure","N17-N19",278,1716943,16.2,14.4
"Total","Census Region 4: West","CENS-R4","Idaho","16","2017","2017",,,278,1716943,16.2,14.4
"Total","Census Region 4: West","CENS-R4","Idaho","16",,,,,2140,13049908,16.4,15.5
,"Census Region 4: West","CENS-R4","Montana","30","2010","2010","Renal failure","N17-N19",133,989415,13.4,11.3
"Total","Census Region 4: West","CENS-R4","Montana","30","2010","2010",,,133,989415,13.4,11.3
,"Census Region 4: West","CENS-R4","Montana","30","2011","2011","Renal failure","N17-N19",189,998199,18.9,15.5
"Total","Census Region 4: West","CENS-R4","Montana","30","2011","2011",,,189,998199,18.9,15.5
,"Census Region 4: West","CENS-R4","Montana","30","2012","2012","Renal failure","N17-N19",181,1005141,18.0,14.6
"Total","Census Region 4: West","CENS-R4","Montana","30","2012","2012",,,181,1005141,18.0,14.6
,"Census Region 4: West","CENS-R4","Montana","30","2013","2013","Renal failure","N17-N19",194,1015165,19.1,15.5
"Total","Census Region 4: West","CENS-R4","Montana","30","2013","2013",,,194,1015165,19.1,15.5
,"Census Region 4: West","CENS-R4","Montana","30","2014","2014","Renal failure","N17-N19",223,1023579,21.8,17.1
"Total","Census Region 4: West","CENS-R4","Montana","30","2014","2014",,,223,1023579,21.8,17.1
,"Census Region 4: West","CENS-R4","Montana","30","2015","2015","Renal failure","N17-N19",222,1032949,21.5,16.9
"Total","Census Region 4: West","CENS-R4","Montana","30","2015","2015",,,222,1032949,21.5,16.9
,"Census Region 4: West","CENS-R4","Montana","30","2016","2016","Renal failure","N17-N19",179,1042520,17.2,13.0
"Total","Census Region 4: West","CENS-R4","Montana","30","2016","2016",,,179,1042520,17.2,13.0
,"Census Region 4: West","CENS-R4","Montana","30","2017","2017","Renal failure","N17-N19",173,1050493,16.5,12.6
"Total","Census Region 4: West","CENS-R4","Montana","30","2017","2017",,,173,1050493,16.5,12.6
"Total","Census Region 4: West","CENS-R4","Montana","30",,,,,1494,8157461,18.3,14.6
,"Census Region 4: West","CENS-R4","Nevada","32","2010","2010","Renal failure","N17-N19",369,2700551,13.7,15.1
"Total","Census Region 4: West","CENS-R4","Nevada","32","2010","2010",,,369,2700551,13.7,15.1
,"Census Region 4: West","CENS-R4","Nevada","32","2011","2011","Renal failure","N17-N19",421,2723322,15.5,16.4
"Total","Census Region 4: West","CENS-R4","Nevada","32","2011","2011",,,421,2723322,15.5,16.4
,"Census Region 4: West","CENS-R4","Nevada","32","2012","2012","Renal failure","N17-N19",395,2758931,14.3,14.7
"Total","Census Region 4: West","CENS-R4","Nevada","32","2012","2012",,,395,2758931,14.3,14.7
,"Census Region 4: West","CENS-R4","Nevada","32","2013","2013","Renal failure","N17-N19",357,2790136,12.8,12.6
"Total","Census Region 4: West","CENS-R4","Nevada","32","2013","2013",,,357,2790136,12.8,12.6
,"Census Region 4: West","CENS-R4","Nevada","32","2014","2014","Renal failure","N17-N19",367,2839099,12.9,12.8
"Total","Census Region 4: West","CENS-R4","Nevada","32","2014","2014",,,367,2839099,12.9,12.8
,"Census Region 4: West","CENS-R4","Nevada","32","2015","2015","Renal failure","N17-N19",410,2890845,14.2,13.6
"Total","Census Region 4: West","CENS-R4","Nevada","32","2015","2015",,,410,2890845,14.2,13.6
,"Census Region 4: West","CENS-R4","Nevada","32","2016","2016","Renal failure","N17-N19",468,2940058,15.9,14.3
"Total","Census Region 4: West","CENS-R4","Nevada","32","2016","2016",,,468,2940058,15.9,14.3
,"Census Region 4: West","CENS-R4","Nevada","32","2017","2017","Renal failure","N17-N19",498,2998039,16.6,15.0
"Total","Census Region 4: West","CENS-R4","Nevada","32","2017","2017",,,498,2998039,16.6,15.0
"Total","Census Region 4: West","CENS-R4","Nevada","32",,,,,3285,22640981,14.5,14.3
,"Census Region 4: West","CENS-R4","New Mexico","35","2010","2010","Renal failure","N17-N19",333,2059179,16.2,15.5
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2010","2010",,,333,2059179,16.2,15.5
,"Census Region 4: West","CENS-R4","New Mexico","35","2011","2011","Renal failure","N17-N19",332,2082224,15.9,15.2
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2011","2011",,,332,2082224,15.9,15.2
,"Census Region 4: West","CENS-R4","New Mexico","35","2012","2012","Renal failure","N17-N19",333,2085538,16.0,14.5
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2012","2012",,,333,2085538,16.0,14.5
,"Census Region 4: West","CENS-R4","New Mexico","35","2013","2013","Renal failure","N17-N19",333,2085287,16.0,14.5
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2013","2013",,,333,2085287,16.0,14.5
,"Census Region 4: West","CENS-R4","New Mexico","35","2014","2014","Renal failure","N17-N19",328,2085572,15.7,14.0
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2014","2014",,,328,2085572,15.7,14.0
,"Census Region 4: West","CENS-R4","New Mexico","35","2015","2015","Renal failure","N17-N19",368,2085109,17.6,15.3
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2015","2015",,,368,2085109,17.6,15.3
,"Census Region 4: West","CENS-R4","New Mexico","35","2016","2016","Renal failure","N17-N19",374,2081015,18.0,15.3
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2016","2016",,,374,2081015,18.0,15.3
,"Census Region 4: West","CENS-R4","New Mexico","35","2017","2017","Renal failure","N17-N19",408,2088070,19.5,16.3
"Total","Census Region 4: West","CENS-R4","New Mexico","35","2017","2017",,,408,2088070,19.5,16.3
"Total","Census Region 4: West","CENS-R4","New Mexico","35",,,,,2809,16651994,16.9,15.1
,"Census Region 4: West","CENS-R4","Utah","49","2010","2010","Renal failure","N17-N19",275,2763885,9.9,13.6
"Total","Census Region 4: West","CENS-R4","Utah","49","2010","2010",,,275,2763885,9.9,13.6
