"Notes","Residence Census Region","Residence Census Region Code","Residence State","Residence State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2018","2018","Other bacterial diseases","A30-A49",106,3572665,3.0,2.1
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2018","2018","Renal failure","N17-N19",107,3572665,3.0,2.1
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2018","2018",,,213,3572665,6.0,4.2
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2019","2019","Other bacterial diseases","A30-A49",120,3565287,3.4,2.4
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2019","2019","Renal failure","N17-N19",123,3565287,3.4,2.5
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2019","2019",,,243,3565287,6.8,4.9
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2020","2020","Other bacterial diseases","A30-A49",138,3557006,3.9,2.8
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2020","2020","Renal failure","N17-N19",138,3557006,3.9,2.8
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2020","2020",,,276,3557006,7.8,5.6
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2021","2021","Other bacterial diseases","A30-A49",194,3605597,5.4,4.0
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2021","2021","Renal failure","N17-N19",195,3605597,5.4,4.0
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2021","2021",,,389,3605597,10.8,8.1
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2022","2022","Other bacterial diseases","A30-A49",343,3626205,9.5,6.9
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2022","2022","Renal failure","N17-N19",348,3626205,9.6,7.0
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2022","2022",,,691,3626205,19.1,13.9
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2023","2023","Other bacterial diseases","A30-A49",267,3617176,7.4,5.3
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2023","2023","Renal failure","N17-N19",270,3617176,7.5,5.4
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2023","2023",,,537,3617176,14.8,10.7
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2024 (provisional)","2024","Other bacterial diseases","A30-A49",198,3675069,5.4,3.8
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2024 (provisional)","2024","Renal failure","N17-N19",199,3675069,5.4,3.8
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2024 (provisional)","2024",,,397,3675069,10.8,7.7
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",207,3675069,5.6,4.1
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2025 (provisional and partial)","2025","Renal failure","N17-N19",212,3675069,5.8,4.2
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2025 (provisional and partial)","2025",,,419,3675069,11.4,8.2
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",10,3675069,Unreliable,Unreliable
,"Census Region 1: Northeast","CENS-R1","Connecticut","09","2026 (provisional and partial)","2026","Renal failure","N17-N19",10,3675069,Unreliable,Unreliable
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09","2026 (provisional and partial)","2026",,,20,3675069,0.5,0.4
"Total","Census Region 1: Northeast","CENS-R1","Connecticut","09",,,,,3185,32569143,9.8,7.1
,"Census Region 1: Northeast","CENS-R1","Maine","23","2018","2018","Other bacterial diseases","A30-A49",56,1338404,4.2,2.8
,"Census Region 1: Northeast","CENS-R1","Maine","23","2018","2018","Renal failure","N17-N19",56,1338404,4.2,2.8
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2018","2018",,,112,1338404,8.4,5.5
,"Census Region 1: Northeast","CENS-R1","Maine","23","2019","2019","Other bacterial diseases","A30-A49",43,1344212,3.2,2.1
,"Census Region 1: Northeast","CENS-R1","Maine","23","2019","2019","Renal failure","N17-N19",44,1344212,3.3,2.2
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2019","2019",,,87,1344212,6.5,4.2
,"Census Region 1: Northeast","CENS-R1","Maine","23","2020","2020","Other bacterial diseases","A30-A49",38,1350141,2.8,1.8
,"Census Region 1: Northeast","CENS-R1","Maine","23","2020","2020","Renal failure","N17-N19",38,1350141,2.8,1.8
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2020","2020",,,76,1350141,5.6,3.6
,"Census Region 1: Northeast","CENS-R1","Maine","23","2021","2021","Other bacterial diseases","A30-A49",33,1372247,2.4,1.7
,"Census Region 1: Northeast","CENS-R1","Maine","23","2021","2021","Renal failure","N17-N19",34,1372247,2.5,1.8
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2021","2021",,,67,1372247,4.9,3.6
,"Census Region 1: Northeast","CENS-R1","Maine","23","2022","2022","Other bacterial diseases","A30-A49",24,1385340,1.7,1.2
,"Census Region 1: Northeast","CENS-R1","Maine","23","2022","2022","Renal failure","N17-N19",25,1385340,1.8,1.3
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2022","2022",,,49,1385340,3.5,2.5
,"Census Region 1: Northeast","CENS-R1","Maine","23","2023","2023","Other bacterial diseases","A30-A49",25,1395722,1.8,1.2
,"Census Region 1: Northeast","CENS-R1","Maine","23","2023","2023","Renal failure","N17-N19",25,1395722,1.8,1.2
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2023","2023",,,50,1395722,3.6,2.3
,"Census Region 1: Northeast","CENS-R1","Maine","23","2024 (provisional)","2024","Other bacterial diseases","A30-A49",23,1405012,1.6,1.1
,"Census Region 1: Northeast","CENS-R1","Maine","23","2024 (provisional)","2024","Renal failure","N17-N19",23,1405012,1.6,1.1
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2024 (provisional)","2024",,,46,1405012,3.3,2.3
,"Census Region 1: Northeast","CENS-R1","Maine","23","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",18,1405012,Unreliable,Unreliable
,"Census Region 1: Northeast","CENS-R1","Maine","23","2025 (provisional and partial)","2025","Renal failure","N17-N19",18,1405012,Unreliable,Unreliable
"Total","Census Region 1: Northeast","CENS-R1","Maine","23","2025 (provisional and partial)","2025",,,36,1405012,2.6,1.6
"Total","Census Region 1: Northeast","CENS-R1","Maine","23",,,,,525,12401102,4.2,2.8
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2018","2018","Other bacterial diseases","A30-A49",336,6902149,4.9,3.8
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2018","2018","Renal failure","N17-N19",341,6902149,4.9,3.8
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2018","2018",,,677,6902149,9.8,7.6
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2019","2019","Other bacterial diseases","A30-A49",316,6892503,4.6,3.5
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2019","2019","Renal failure","N17-N19",318,6892503,4.6,3.6
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2019","2019",,,634,6892503,9.2,7.1
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2020","2020","Other bacterial diseases","A30-A49",376,6893574,5.5,4.1
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2020","2020","Renal failure","N17-N19",380,6893574,5.5,4.1
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2020","2020",,,756,6893574,11.0,8.2
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2021","2021","Other bacterial diseases","A30-A49",487,6984723,7.0,5.5
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2021","2021","Renal failure","N17-N19",495,6984723,7.1,5.6
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2021","2021",,,982,6984723,14.1,11.1
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2022","2022","Other bacterial diseases","A30-A49",686,6981974,9.8,7.4
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2022","2022","Renal failure","N17-N19",695,6981974,10.0,7.5
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2022","2022",,,1381,6981974,19.8,14.9
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2023","2023","Other bacterial diseases","A30-A49",657,7001399,9.4,7.0
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2023","2023","Renal failure","N17-N19",667,7001399,9.5,7.1
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2023","2023",,,1324,7001399,18.9,14.1
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2024 (provisional)","2024","Other bacterial diseases","A30-A49",639,7136171,9.0,6.7
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2024 (provisional)","2024","Renal failure","N17-N19",644,7136171,9.0,6.8
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2024 (provisional)","2024",,,1283,7136171,18.0,13.4
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",663,7136171,9.3,7.0
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2025 (provisional and partial)","2025","Renal failure","N17-N19",678,7136171,9.5,7.1
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2025 (provisional and partial)","2025",,,1341,7136171,18.8,14.1
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",50,7136171,0.7,0.5
,"Census Region 1: Northeast","CENS-R1","Massachusetts","25","2026 (provisional and partial)","2026","Renal failure","N17-N19",51,7136171,0.7,0.5
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25","2026 (provisional and partial)","2026",,,101,7136171,1.4,1.0
"Total","Census Region 1: Northeast","CENS-R1","Massachusetts","25",,,,,8479,63064835,13.4,10.2
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2018","2018","Other bacterial diseases","A30-A49",54,1356458,4.0,2.9
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2018","2018","Renal failure","N17-N19",56,1356458,4.1,3.1
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2018","2018",,,110,1356458,8.1,6.0
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2019","2019","Other bacterial diseases","A30-A49",60,1359711,4.4,3.2
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2019","2019","Renal failure","N17-N19",60,1359711,4.4,3.2
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2019","2019",,,120,1359711,8.8,6.5
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2020","2020","Other bacterial diseases","A30-A49",71,1366275,5.2,3.6
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2020","2020","Renal failure","N17-N19",71,1366275,5.2,3.6
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2020","2020",,,142,1366275,10.4,7.1
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2021","2021","Other bacterial diseases","A30-A49",77,1388992,5.5,4.0
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2021","2021","Renal failure","N17-N19",77,1388992,5.5,4.0
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2021","2021",,,154,1388992,11.1,8.0
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2022","2022","Other bacterial diseases","A30-A49",122,1395231,8.7,6.1
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2022","2022","Renal failure","N17-N19",125,1395231,9.0,6.3
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2022","2022",,,247,1395231,17.7,12.4
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2023","2023","Other bacterial diseases","A30-A49",119,1402054,8.5,5.8
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2023","2023","Renal failure","N17-N19",120,1402054,8.6,5.9
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2023","2023",,,239,1402054,17.0,11.7
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2024 (provisional)","2024","Other bacterial diseases","A30-A49",121,1409032,8.6,5.8
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2024 (provisional)","2024","Renal failure","N17-N19",122,1409032,8.7,5.9
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2024 (provisional)","2024",,,243,1409032,17.2,11.7
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",137,1409032,9.7,6.6
,"Census Region 1: Northeast","CENS-R1","New Hampshire","33","2025 (provisional and partial)","2025","Renal failure","N17-N19",140,1409032,9.9,6.8
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2025 (provisional and partial)","2025",,,277,1409032,19.7,13.5
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33","2026 (provisional and partial)","2026",,,16,1409032,Unreliable,Unreliable
"Total","Census Region 1: Northeast","CENS-R1","New Hampshire","33",,,,,1548,12495817,12.4,8.7
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2018","2018","Other bacterial diseases","A30-A49",59,1057315,5.6,4.3
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2018","2018","Renal failure","N17-N19",60,1057315,5.7,4.3
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2018","2018",,,119,1057315,11.3,8.6
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2019","2019","Other bacterial diseases","A30-A49",46,1059361,4.3,3.2
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2019","2019","Renal failure","N17-N19",47,1059361,4.4,3.3
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2019","2019",,,93,1059361,8.8,6.5
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2020","2020","Other bacterial diseases","A30-A49",46,1057125,4.4,3.3
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2020","2020","Renal failure","N17-N19",46,1057125,4.4,3.3
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2020","2020",,,92,1057125,8.7,6.7
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2021","2021","Other bacterial diseases","A30-A49",75,1095610,6.8,5.3
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2021","2021","Renal failure","N17-N19",76,1095610,6.9,5.3
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2021","2021",,,151,1095610,13.8,10.6
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2022","2022","Other bacterial diseases","A30-A49",72,1093734,6.6,4.8
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2022","2022","Renal failure","N17-N19",73,1093734,6.7,4.9
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2022","2022",,,145,1093734,13.3,9.7
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2023","2023","Other bacterial diseases","A30-A49",61,1095962,5.6,3.9
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2023","2023","Renal failure","N17-N19",61,1095962,5.6,3.9
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2023","2023",,,122,1095962,11.1,7.8
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2024 (provisional)","2024","Other bacterial diseases","A30-A49",70,1112308,6.3,4.3
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2024 (provisional)","2024","Renal failure","N17-N19",72,1112308,6.5,4.4
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2024 (provisional)","2024",,,142,1112308,12.8,8.6
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",60,1112308,5.4,4.1
,"Census Region 1: Northeast","CENS-R1","Rhode Island","44","2025 (provisional and partial)","2025","Renal failure","N17-N19",62,1112308,5.6,4.2
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44","2025 (provisional and partial)","2025",,,122,1112308,11.0,8.2
"Total","Census Region 1: Northeast","CENS-R1","Rhode Island","44",,,,,994,9796031,10.1,7.4
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2018","2018","Other bacterial diseases","A30-A49",24,626299,3.8,2.8
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2018","2018","Renal failure","N17-N19",24,626299,3.8,2.8
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2018","2018",,,48,626299,7.7,5.7
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2019","2019","Other bacterial diseases","A30-A49",21,623989,3.4,2.6
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2019","2019","Renal failure","N17-N19",22,623989,3.5,2.7
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2019","2019",,,43,623989,6.9,5.3
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2020","2020","Other bacterial diseases","A30-A49",31,623347,5.0,3.3
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2020","2020","Renal failure","N17-N19",31,623347,5.0,3.3
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2020","2020",,,62,623347,9.9,6.7
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2021","2021","Other bacterial diseases","A30-A49",27,645570,4.2,2.9
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2021","2021","Renal failure","N17-N19",27,645570,4.2,2.9
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2021","2021",,,54,645570,8.4,5.8
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2022","2022","Other bacterial diseases","A30-A49",35,647064,5.4,3.7
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2022","2022","Renal failure","N17-N19",37,647064,5.7,3.9
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2022","2022",,,72,647064,11.1,7.5
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2023","2023","Other bacterial diseases","A30-A49",36,647464,5.6,3.6
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2023","2023","Renal failure","N17-N19",37,647464,5.7,3.7
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2023","2023",,,73,647464,11.3,7.4
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2024 (provisional)","2024","Other bacterial diseases","A30-A49",34,648493,5.2,3.4
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2024 (provisional)","2024","Renal failure","N17-N19",34,648493,5.2,3.4
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2024 (provisional)","2024",,,68,648493,10.5,6.8
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",25,648493,3.9,2.4
,"Census Region 1: Northeast","CENS-R1","Vermont","50","2025 (provisional and partial)","2025","Renal failure","N17-N19",25,648493,3.9,2.4
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50","2025 (provisional and partial)","2025",,,50,648493,7.7,4.8
"Total","Census Region 1: Northeast","CENS-R1","Vermont","50",,,,,476,5759212,8.3,5.6
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2018","2018","Other bacterial diseases","A30-A49",515,8908520,5.8,4.6
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2018","2018","Renal failure","N17-N19",519,8908520,5.8,4.6
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2018","2018",,,1034,8908520,11.6,9.2
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2019","2019","Other bacterial diseases","A30-A49",477,8882190,5.4,4.2
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2019","2019","Renal failure","N17-N19",481,8882190,5.4,4.2
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2019","2019",,,958,8882190,10.8,8.4
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2020","2020","Other bacterial diseases","A30-A49",757,8882371,8.5,6.6
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2020","2020","Renal failure","N17-N19",762,8882371,8.6,6.6
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2020","2020",,,1519,8882371,17.1,13.2
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2021","2021","Other bacterial diseases","A30-A49",972,9267130,10.5,8.3
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2021","2021","Renal failure","N17-N19",977,9267130,10.5,8.3
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2021","2021",,,1949,9267130,21.0,16.7
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2022","2022","Other bacterial diseases","A30-A49",1154,9261699,12.5,9.5
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2022","2022","Renal failure","N17-N19",1164,9261699,12.6,9.6
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2022","2022",,,2318,9261699,25.0,19.2
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2023","2023","Other bacterial diseases","A30-A49",1004,9290841,10.8,8.3
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2023","2023","Renal failure","N17-N19",1009,9290841,10.9,8.4
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2023","2023",,,2013,9290841,21.7,16.7
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2024 (provisional)","2024","Other bacterial diseases","A30-A49",1024,9500851,10.8,8.2
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2024 (provisional)","2024","Renal failure","N17-N19",1029,9500851,10.8,8.2
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2024 (provisional)","2024",,,2053,9500851,21.6,16.4
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1028,9500851,10.8,8.3
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2025 (provisional and partial)","2025","Renal failure","N17-N19",1037,9500851,10.9,8.4
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2025 (provisional and partial)","2025",,,2065,9500851,21.7,16.6
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",58,9500851,0.6,0.5
,"Census Region 1: Northeast","CENS-R1","New Jersey","34","2026 (provisional and partial)","2026","Renal failure","N17-N19",58,9500851,0.6,0.5
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34","2026 (provisional and partial)","2026",,,116,9500851,1.2,0.9
"Total","Census Region 1: Northeast","CENS-R1","New Jersey","34",,,,,14025,82995304,16.9,13.0
,"Census Region 1: Northeast","CENS-R1","New York","36","2018","2018","Other bacterial diseases","A30-A49",590,19542209,3.0,2.3
,"Census Region 1: Northeast","CENS-R1","New York","36","2018","2018","Renal failure","N17-N19",597,19542209,3.1,2.4
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2018","2018",,,1187,19542209,6.1,4.7
,"Census Region 1: Northeast","CENS-R1","New York","36","2019","2019","Other bacterial diseases","A30-A49",562,19453561,2.9,2.2
,"Census Region 1: Northeast","CENS-R1","New York","36","2019","2019","Renal failure","N17-N19",566,19453561,2.9,2.2
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2019","2019",,,1128,19453561,5.8,4.4
,"Census Region 1: Northeast","CENS-R1","New York","36","2020","2020","Other bacterial diseases","A30-A49",796,19336776,4.1,3.1
,"Census Region 1: Northeast","CENS-R1","New York","36","2020","2020","Renal failure","N17-N19",800,19336776,4.1,3.1
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2020","2020",,,1596,19336776,8.3,6.2
,"Census Region 1: Northeast","CENS-R1","New York","36","2021","2021","Other bacterial diseases","A30-A49",1009,19835913,5.1,3.9
,"Census Region 1: Northeast","CENS-R1","New York","36","2021","2021","Renal failure","N17-N19",1015,19835913,5.1,3.9
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2021","2021",,,2024,19835913,10.2,7.8
,"Census Region 1: Northeast","CENS-R1","New York","36","2022","2022","Other bacterial diseases","A30-A49",1254,19677151,6.4,4.7
,"Census Region 1: Northeast","CENS-R1","New York","36","2022","2022","Renal failure","N17-N19",1264,19677151,6.4,4.7
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2022","2022",,,2518,19677151,12.8,9.4
,"Census Region 1: Northeast","CENS-R1","New York","36","2023","2023","Other bacterial diseases","A30-A49",1071,19571216,5.5,4.0
,"Census Region 1: Northeast","CENS-R1","New York","36","2023","2023","Renal failure","N17-N19",1088,19571216,5.6,4.1
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2023","2023",,,2159,19571216,11.0,8.1
,"Census Region 1: Northeast","CENS-R1","New York","36","2024 (provisional)","2024","Other bacterial diseases","A30-A49",1117,19867248,5.6,4.0
,"Census Region 1: Northeast","CENS-R1","New York","36","2024 (provisional)","2024","Renal failure","N17-N19",1125,19867248,5.7,4.1
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2024 (provisional)","2024",,,2242,19867248,11.3,8.2
,"Census Region 1: Northeast","CENS-R1","New York","36","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1131,19867248,5.7,4.1
,"Census Region 1: Northeast","CENS-R1","New York","36","2025 (provisional and partial)","2025","Renal failure","N17-N19",1140,19867248,5.7,4.2
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2025 (provisional and partial)","2025",,,2271,19867248,11.4,8.3
,"Census Region 1: Northeast","CENS-R1","New York","36","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",86,19867248,0.4,0.3
,"Census Region 1: Northeast","CENS-R1","New York","36","2026 (provisional and partial)","2026","Renal failure","N17-N19",88,19867248,0.4,0.3
"Total","Census Region 1: Northeast","CENS-R1","New York","36","2026 (provisional and partial)","2026",,,174,19867248,0.9,0.6
"Total","Census Region 1: Northeast","CENS-R1","New York","36",,,,,15299,177018570,8.6,6.4
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2018","2018","Other bacterial diseases","A30-A49",647,12807060,5.1,3.6
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2018","2018","Renal failure","N17-N19",652,12807060,5.1,3.7
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2018","2018",,,1299,12807060,10.1,7.3
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2019","2019","Other bacterial diseases","A30-A49",603,12801989,4.7,3.3
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2019","2019","Renal failure","N17-N19",612,12801989,4.8,3.4
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2019","2019",,,1215,12801989,9.5,6.7
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2020","2020","Other bacterial diseases","A30-A49",779,12783254,6.1,4.2
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2020","2020","Renal failure","N17-N19",785,12783254,6.1,4.3
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2020","2020",,,1564,12783254,12.2,8.5
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2021","2021","Other bacterial diseases","A30-A49",1419,12964056,10.9,7.9
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2021","2021","Renal failure","N17-N19",1426,12964056,11.0,7.9
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2021","2021",,,2845,12964056,21.9,15.9
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2022","2022","Other bacterial diseases","A30-A49",1737,12972008,13.4,9.3
