"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2016","2016","Renal failure","N17-N19","25-29 years","25-29",61,22890884,0.3
,"2016","2016","Renal failure","N17-N19","30-34 years","30-34",103,21786359,0.5
,"2016","2016","Renal failure","N17-N19","35-39 years","35-39",165,20773905,0.8
,"2016","2016","Renal failure","N17-N19","40-44 years","40-44",268,19696251,1.4
,"2016","2016","Renal failure","N17-N19","45-49 years","45-49",448,20947623,2.1
,"2016","2016","Renal failure","N17-N19","50-54 years","50-54",789,21839056,3.6
,"2016","2016","Renal failure","N17-N19","55-59 years","55-59",1262,21980108,5.7
,"2016","2016","Renal failure","N17-N19","60-64 years ","60-64",1664,19483036,8.5
,"2016","2016","Renal failure","N17-N19","65-69 years","65-69",2025,16820083,12.0
,"2016","2016","Renal failure","N17-N19","70-74 years","70-74",2083,11810247,17.6
,"2016","2016","Renal failure","N17-N19","75-79 years","75-79",2307,8367895,27.6
,"2016","2016","Renal failure","N17-N19","80-84 years","80-84",2452,5865639,41.8
,"2016","2016","Renal failure","N17-N19","85-89 years","85-89",2281,Not Applicable,Not Applicable
,"2016","2016","Renal failure","N17-N19","90-94 years","90-94",1611,Not Applicable,Not Applicable
,"2016","2016","Renal failure","N17-N19","95-99 years","95-99",509,Not Applicable,Not Applicable
,"2016","2016","Renal failure","N17-N19","100+ years","100+",70,Not Applicable,Not Applicable
"Total","2016","2016","Renal failure","N17-N19",,,18191,323127513,5.6
"Total","2016","2016",,,,,36163,323127513,11.2
,"2017","2017","Other bacterial diseases","A30-A49","< 1 year","1",20,3939295,0.5
,"2017","2017","Other bacterial diseases","A30-A49","15-19 years","15-19",11,21131660,Unreliable
,"2017","2017","Other bacterial diseases","A30-A49","20-24 years","20-24",29,22118635,0.1
,"2017","2017","Other bacterial diseases","A30-A49","25-29 years","25-29",72,23370460,0.3
,"2017","2017","Other bacterial diseases","A30-A49","30-34 years","30-34",110,21972212,0.5
,"2017","2017","Other bacterial diseases","A30-A49","35-39 years","35-39",182,21231997,0.9
,"2017","2017","Other bacterial diseases","A30-A49","40-44 years","40-44",246,19643373,1.3
,"2017","2017","Other bacterial diseases","A30-A49","45-49 years","45-49",434,20973858,2.1
,"2017","2017","Other bacterial diseases","A30-A49","50-54 years","50-54",750,21401094,3.5
,"2017","2017","Other bacterial diseases","A30-A49","55-59 years","55-59",1222,22007956,5.6
,"2017","2017","Other bacterial diseases","A30-A49","60-64 years ","60-64",1664,19987702,8.3
,"2017","2017","Other bacterial diseases","A30-A49","65-69 years","65-69",1986,16836381,11.8
,"2017","2017","Other bacterial diseases","A30-A49","70-74 years","70-74",2255,12847065,17.6
,"2017","2017","Other bacterial diseases","A30-A49","75-79 years","75-79",2385,8741261,27.3
,"2017","2017","Other bacterial diseases","A30-A49","80-84 years","80-84",2358,5965290,39.5
,"2017","2017","Other bacterial diseases","A30-A49","85-89 years","85-89",2268,Not Applicable,Not Applicable
,"2017","2017","Other bacterial diseases","A30-A49","90-94 years","90-94",1609,Not Applicable,Not Applicable
,"2017","2017","Other bacterial diseases","A30-A49","95-99 years","95-99",557,Not Applicable,Not Applicable
,"2017","2017","Other bacterial diseases","A30-A49","100+ years","100+",76,Not Applicable,Not Applicable
"Total","2017","2017","Other bacterial diseases","A30-A49",,,18247,325719178,5.6
,"2017","2017","Renal failure","N17-N19","< 1 year","1",21,3939295,0.5
,"2017","2017","Renal failure","N17-N19","15-19 years","15-19",11,21131660,Unreliable
,"2017","2017","Renal failure","N17-N19","20-24 years","20-24",29,22118635,0.1
,"2017","2017","Renal failure","N17-N19","25-29 years","25-29",73,23370460,0.3
,"2017","2017","Renal failure","N17-N19","30-34 years","30-34",111,21972212,0.5
,"2017","2017","Renal failure","N17-N19","35-39 years","35-39",186,21231997,0.9
,"2017","2017","Renal failure","N17-N19","40-44 years","40-44",251,19643373,1.3
,"2017","2017","Renal failure","N17-N19","45-49 years","45-49",443,20973858,2.1
,"2017","2017","Renal failure","N17-N19","50-54 years","50-54",763,21401094,3.6
,"2017","2017","Renal failure","N17-N19","55-59 years","55-59",1245,22007956,5.7
,"2017","2017","Renal failure","N17-N19","60-64 years ","60-64",1696,19987702,8.5
,"2017","2017","Renal failure","N17-N19","65-69 years","65-69",2017,16836381,12.0
,"2017","2017","Renal failure","N17-N19","70-74 years","70-74",2279,12847065,17.7
,"2017","2017","Renal failure","N17-N19","75-79 years","75-79",2418,8741261,27.7
